case_id,document_id,hypothesis_id,gold_label,predicted_label,correct,rule_fired,rule_polarity,matched_phrase,matched_span_start,matched_span_end,evidence_hit,joint_success,failure_family,notes
train::377::nda-5,377,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::377::nda-4,377,nda-4,Contradiction,Contradiction,True,True,negative_fired,for any purpose,2925,2940,True,True,n/a (fully correct),
train::378::nda-11,378,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-16,378,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-15,378,nda-15,Entailment,Entailment,True,True,positive_fired,no license,1499,1509,True,True,n/a (fully correct),
train::378::nda-10,378,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-2,378,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::378::nda-1,378,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-19,378,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-12,378,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,973,994,True,True,n/a (fully correct),
train::378::nda-20,378,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::378::nda-3,378,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-18,378,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-7,378,nda-7,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-17,378,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-8,378,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-13,378,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::378::nda-5,378,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::378::nda-4,378,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::379::nda-11,379,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::379::nda-16,379,nda-16,Entailment,Entailment,True,True,positive_fired,return all confidential,6058,6081,True,False,n/a (fully correct),
train::379::nda-15,379,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::379::nda-10,379,nda-10,Entailment,Entailment,True,True,positive_fired,negotiat,3143,3151,True,False,n/a (fully correct),
train::379::nda-2,379,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::379::nda-1,379,nda-1,Contradiction,Entailment,False,True,positive_fired,clearly marked,763,777,False,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::379::nda-19,379,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::379::nda-12,379,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,5405,5426,True,True,n/a (fully correct),
train::379::nda-20,379,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::379::nda-3,379,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::379::nda-18,379,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::379::nda-7,379,nda-7,Entailment,Entailment,True,True,positive_fired,consultants,2700,2711,True,True,n/a (fully correct),
train::379::nda-17,379,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::379::nda-8,379,nda-8,Entailment,Entailment,True,True,positive_fired,required by law,1869,1884,False,False,"correct label, misaligned/wrong evidence span",
train::379::nda-13,379,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::379::nda-5,379,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::379::nda-4,379,nda-4,Entailment,Entailment,True,True,positive_fired,only for the purpose,2293,2313,True,True,n/a (fully correct),
train::380::nda-11,380,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-16,380,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-15,380,nda-15,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-10,380,nda-10,Entailment,Entailment,True,True,positive_fired,existence of this agreement,8334,8361,False,False,"correct label, misaligned/wrong evidence span",
train::380::nda-2,380,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::380::nda-1,380,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-19,380,nda-19,Entailment,Entailment,True,True,positive_fired,survive termination,4562,4581,True,False,n/a (fully correct),
train::380::nda-12,380,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-20,380,nda-20,Contradiction,Contradiction,True,True,negative_fired,shall not retain,8748,8764,True,True,n/a (fully correct),
train::380::nda-3,380,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-18,380,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-7,380,nda-7,Contradiction,Entailment,False,True,positive_fired,consultants,84,95,False,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::380::nda-17,380,nda-17,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::380::nda-8,380,nda-8,NotMentioned,Entailment,False,True,positive_fired,legal process,9471,9484,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'legal process')",
train::380::nda-13,380,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::380::nda-5,380,nda-5,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::380::nda-4,380,nda-4,Entailment,Contradiction,False,True,negative_fired,for any purpose,6461,6476,True,False,positive case matched a negative phrase (or vice versa) -- possible conflicting/ambiguous phrasing,
train::382::nda-11,382,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-16,382,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-15,382,nda-15,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-10,382,nda-10,NotMentioned,Entailment,False,True,positive_fired,existence of this agreement,6387,6414,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'existence of this agreement')",
train::382::nda-2,382,nda-2,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-1,382,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-19,382,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-12,382,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-20,382,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-3,382,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-18,382,nda-18,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::382::nda-7,382,nda-7,Entailment,Entailment,True,True,positive_fired,consultants,5249,5260,True,True,n/a (fully correct),
train::382::nda-17,382,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-8,382,nda-8,Entailment,Entailment,True,True,positive_fired,subpoena,4382,4390,True,False,n/a (fully correct),
train::382::nda-13,382,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::382::nda-5,382,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::382::nda-4,382,nda-4,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-11,383,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-16,383,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-15,383,nda-15,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-10,383,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-2,383,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::383::nda-1,383,nda-1,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::383::nda-19,383,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-12,383,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-20,383,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-3,383,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::383::nda-18,383,nda-18,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::383::nda-7,383,nda-7,NotMentioned,Entailment,False,True,positive_fired,representatives,11053,11068,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'representatives')",
train::383::nda-17,383,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-8,383,nda-8,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::383::nda-13,383,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::383::nda-5,383,nda-5,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::383::nda-4,383,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::384::nda-11,384,nda-11,Entailment,Entailment,True,True,positive_fired,reverse engineer,6106,6122,True,True,n/a (fully correct),
train::384::nda-16,384,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::384::nda-15,384,nda-15,Entailment,Entailment,True,True,positive_fired,no license,5143,5153,True,True,n/a (fully correct),
train::384::nda-10,384,nda-10,Entailment,Entailment,True,True,positive_fired,negotiat,3212,3220,True,False,n/a (fully correct),
train::384::nda-2,384,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::384::nda-1,384,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::384::nda-19,384,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::384::nda-12,384,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,1553,1574,True,True,n/a (fully correct),
train::384::nda-20,384,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::384::nda-3,384,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::384::nda-18,384,nda-18,Entailment,Entailment,True,True,positive_fired,shall not solicit,8116,8133,True,True,n/a (fully correct),
train::384::nda-7,384,nda-7,Entailment,Entailment,True,True,positive_fired,consultants,2611,2622,False,False,"correct label, misaligned/wrong evidence span",
train::384::nda-17,384,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::384::nda-8,384,nda-8,Entailment,Entailment,True,True,positive_fired,legal process,1730,1743,False,False,"correct label, misaligned/wrong evidence span",
train::384::nda-13,384,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::384::nda-5,384,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::384::nda-4,384,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::385::nda-11,385,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::385::nda-16,385,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::385::nda-15,385,nda-15,Entailment,Entailment,True,True,positive_fired,no license,6206,6216,False,False,"correct label, misaligned/wrong evidence span",
train::385::nda-10,385,nda-10,Entailment,Entailment,True,True,positive_fired,negotiat,9312,9320,False,False,"correct label, misaligned/wrong evidence span",
train::385::nda-2,385,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::385::nda-1,385,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::385::nda-19,385,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::385::nda-12,385,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::385::nda-20,385,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::385::nda-3,385,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::385::nda-18,385,nda-18,Entailment,Entailment,True,True,positive_fired,non-solicitation,7750,7766,False,False,"correct label, misaligned/wrong evidence span",
train::385::nda-7,385,nda-7,Entailment,Entailment,True,True,positive_fired,representatives,1969,1984,False,False,"correct label, misaligned/wrong evidence span",
train::385::nda-17,385,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::385::nda-8,385,nda-8,Entailment,Entailment,True,True,positive_fired,required by law,7045,7060,True,False,n/a (fully correct),
train::385::nda-13,385,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::385::nda-5,385,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::385::nda-4,385,nda-4,Entailment,Entailment,True,True,positive_fired,solely for the purpose,3242,3264,True,False,n/a (fully correct),
train::386::nda-11,386,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-16,386,nda-16,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::386::nda-15,386,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::386::nda-10,386,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-2,386,nda-2,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::386::nda-1,386,nda-1,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::386::nda-19,386,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-12,386,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-20,386,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::386::nda-3,386,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-18,386,nda-18,Entailment,Entailment,True,True,positive_fired,agrees not to solicit,3922,3943,True,True,n/a (fully correct),
train::386::nda-7,386,nda-7,Contradiction,Entailment,False,True,positive_fired,consultants,3961,3972,False,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::386::nda-17,386,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-8,386,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-13,386,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-5,386,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::386::nda-4,386,nda-4,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::388::nda-11,388,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::388::nda-16,388,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::388::nda-15,388,nda-15,Entailment,Entailment,True,True,positive_fired,does not grant,4474,4488,True,False,n/a (fully correct),
train::388::nda-10,388,nda-10,Entailment,Entailment,True,True,positive_fired,existence of this agreement,5066,5093,True,True,n/a (fully correct),
train::388::nda-2,388,nda-2,Contradiction,Contradiction,True,True,negative_fired,business information,1260,1280,True,True,n/a (fully correct),
train::388::nda-1,388,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::388::nda-19,388,nda-19,Entailment,Entailment,True,True,positive_fired,shall survive,6978,6991,True,True,n/a (fully correct),
train::388::nda-12,388,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,2204,2225,True,False,n/a (fully correct),
train::388::nda-20,388,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::388::nda-3,388,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::388::nda-18,388,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::388::nda-7,388,nda-7,Entailment,Entailment,True,True,positive_fired,representatives,3157,3172,True,True,n/a (fully correct),
train::388::nda-17,388,nda-17,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::388::nda-8,388,nda-8,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::388::nda-13,388,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::388::nda-5,388,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::388::nda-4,388,nda-4,Entailment,Contradiction,False,True,negative_fired,for any purpose,3804,3819,True,False,positive case matched a negative phrase (or vice versa) -- possible conflicting/ambiguous phrasing,
train::390::nda-11,390,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-16,390,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-15,390,nda-15,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-10,390,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-2,390,nda-2,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-1,390,nda-1,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::390::nda-19,390,nda-19,Entailment,Entailment,True,True,positive_fired,shall survive,2423,2436,True,True,n/a (fully correct),
train::390::nda-12,390,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-20,390,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-3,390,nda-3,Entailment,Entailment,True,True,positive_fired,orally or in writing,1266,1286,True,True,n/a (fully correct),
train::390::nda-18,390,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-7,390,nda-7,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::390::nda-17,390,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-8,390,nda-8,NotMentioned,Entailment,False,True,positive_fired,required by law,2816,2831,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'required by law')",
train::390::nda-13,390,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::390::nda-5,390,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::390::nda-4,390,nda-4,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-11,391,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-16,391,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-15,391,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::391::nda-10,391,nda-10,NotMentioned,Entailment,False,True,positive_fired,negotiat,8866,8874,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'negotiat')",
train::391::nda-2,391,nda-2,Contradiction,Contradiction,True,True,negative_fired,financial information,10903,10924,False,False,"correct label, misaligned/wrong evidence span",
train::391::nda-1,391,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-19,391,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-12,391,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-20,391,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-3,391,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-18,391,nda-18,Entailment,Entailment,True,True,positive_fired,shall not solicit,11619,11636,True,False,n/a (fully correct),
train::391::nda-7,391,nda-7,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::391::nda-17,391,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-8,391,nda-8,NotMentioned,Entailment,False,True,positive_fired,required by law,10054,10069,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'required by law')",
train::391::nda-13,391,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-5,391,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::391::nda-4,391,nda-4,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::393::nda-11,393,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::393::nda-16,393,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::393::nda-15,393,nda-15,Entailment,Entailment,True,True,positive_fired,no license,5729,5739,True,True,n/a (fully correct),
train::393::nda-10,393,nda-10,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::393::nda-2,393,nda-2,Contradiction,Contradiction,True,True,negative_fired,"business, financial",2095,2114,False,False,"correct label, misaligned/wrong evidence span",
train::393::nda-1,393,nda-1,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::393::nda-19,393,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::393::nda-12,393,nda-12,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::393::nda-20,393,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::393::nda-3,393,nda-3,Entailment,Contradiction,False,True,negative_fired,must be in writing,5929,5947,False,False,positive case matched a negative phrase (or vice versa) -- possible conflicting/ambiguous phrasing,
train::393::nda-18,393,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::393::nda-7,393,nda-7,Contradiction,Entailment,False,True,positive_fired,consultants,5400,5411,False,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::393::nda-17,393,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::393::nda-8,393,nda-8,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::393::nda-13,393,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::393::nda-5,393,nda-5,Entailment,Entailment,True,True,positive_fired,employees with a need,3371,3392,True,True,n/a (fully correct),
train::393::nda-4,393,nda-4,Entailment,Entailment,True,True,positive_fired,solely for the purpose,3046,3068,True,False,n/a (fully correct),
train::394::nda-11,394,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::394::nda-16,394,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::394::nda-15,394,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::394::nda-10,394,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::394::nda-2,394,nda-2,Contradiction,Contradiction,True,True,negative_fired,financial information,6217,6238,True,True,n/a (fully correct),
train::394::nda-1,394,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::394::nda-19,394,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::394::nda-12,394,nda-12,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
